year,state,congressional_district,party,candidatevotes,totalvotes,state_district
1978,California,9,DEMOCRAT,88179,134879,california_9
1978,California,10,DEMOCRAT,84488,125862,california_10
1978,California,11,DEMOCRAT,92882,153464,california_11
1978,California,12,REPUBLICAN,116982,160085,california_12
1978,California,13,DEMOCRAT,100809,175361,california_13
1978,California,14,REPUBLICAN,95962,179727,california_14
1978,California,15,DEMOCRAT,75212,125126,california_15
1978,California,16,DEMOCRAT,104550,170358,california_16
1978,California,17,REPUBLICAN,81296,149181,california_17
1978,California,18,REPUBLICAN,85663,144563,california_18
1978,California,19,REPUBLICAN,123192,171751,california_19
1978,California,20,REPUBLICAN,129714,195409,california_20
1978,California,21,DEMOCRAT,73869,124138,california_21
1978,California,22,REPUBLICAN,99502,153944,california_22
1978,California,23,DEMOCRAT,117498,178994,california_23
1978,California,24,DEMOCRAT,85075,135771,california_24
1978,California,25,DEMOCRAT,45881,68086,california_25
1978,California,26,REPUBLICAN,113059,113059,california_26
1978,California,27,REPUBLICAN,89392,175272,california_27
1978,California,28,DEMOCRAT,97592,97592,california_28
1978,California,29,DEMOCRAT,65214,76726,california_29
1978,California,30,DEMOCRAT,66241,92752,california_30
1978,California,31,DEMOCRAT,55667,82157,california_31
1978,California,32,DEMOCRAT,74004,103609,california_32
1978,California,33,REPUBLICAN,79533,142073,california_33
1978,California,34,REPUBLICAN,90554,168572,california_34
1978,California,35,DEMOCRAT,80388,148830,california_35
1978,California,36,DEMOCRAT,80448,127865,california_36
1978,California,37,REPUBLICAN,106581,173588,california_37
1978,California,38,DEMOCRAT,75471,128769,california_38
1978,California,39,REPUBLICAN,112160,176051,california_39
1978,California,40,REPUBLICAN,147882,224240,california_40
1978,California,41,REPUBLICAN,107685,185225,california_41
1978,California,42,DEMOCRAT,85126,115445,california_42
1978,California,43,REPUBLICAN,167150,243458,california_43
1978,Colorado,1,DEMOCRAT,82742,134630,colorado_1
1978,Colorado,2,DEMOCRAT,98889,186961,colorado_2
1978,Colorado,3,DEMOCRAT,69669,141442,colorado_3
1978,Colorado,4,REPUBLICAN,103121,168542,colorado_4
1978,Colorado,5,REPUBLICAN,91933,153780,colorado_5
1978,Connecticut,1,DEMOCRAT,102749,172564,connecticut_1
1978,Connecticut,2,DEMOCRAT,116624,166814,connecticut_2
1978,Connecticut,3,DEMOCRAT,96830,166587,connecticut_3
1978,Connecticut,4,REPUBLICAN,83990,143919,connecticut_4
1978,Connecticut,5,DEMOCRAT,96738,184913,connecticut_5
1978,Connecticut,6,DEMOCRAT,119537,186224,connecticut_6
1978,Delaware,0,REPUBLICAN,91689,157566,delaware_0
1978,Florida,1,DEMOCRAT,85608,135323,florida_1
1978,Florida,2,DEMOCRAT,112649,137797,florida_2
1978,Florida,4,DEMOCRAT,113302,154949,florida_4
1978,Florida,5,REPUBLICAN,106319,208186,florida_5
1978,Florida,6,REPUBLICAN,150694,191348,florida_6
1978,Florida,9,DEMOCRAT,89543,145617,florida_9
1978,Florida,11,DEMOCRAT,123346,223103,florida_11
1978,Florida,12,DEMOCRAT,107037,173647,florida_12
1978,Florida,14,DEMOCRAT,65202,103283,florida_14
1978,Florida,15,DEMOCRAT,108837,146734,florida_15
1978,Georgia,1,DEMOCRAT,36961,36962,georgia_1
1978,Georgia,2,DEMOCRAT,42234,42236,georgia_2
1978,Georgia,3,DEMOCRAT,54881,54882,georgia_3
1978,Georgia,4,DEMOCRAT,60284,74513,georgia_4
1978,Georgia,5,DEMOCRAT,52739,69875,georgia_5
1978,Georgia,6,REPUBLICAN,47078,86540,georgia_6
1978,Georgia,7,DEMOCRAT,47090,70826,georgia_7
1978,Georgia,8,DEMOCRAT,41184,41193,georgia_8
1978,Georgia,9,DEMOCRAT,47264,61437,georgia_9
1978,Georgia,10,DEMOCRAT,50122,50130,georgia_10
1978,Hawaii,1,DEMOCRAT,84552,115412,hawaii_1
1978,Hawaii,2,DEMOCRAT,118272,137957,hawaii_2
1978,Idaho,1,REPUBLICAN,86680,144652,idaho_1
1978,Idaho,2,REPUBLICAN,80591,140631,idaho_2
1978,Illinois,1,DEMOCRAT,47581,81279,illinois_1
1978,Illinois,2,DEMOCRAT,80906,94077,illinois_2
1978,Illinois,3,DEMOCRAT,95701,146800,illinois_3
1978,Illinois,4,REPUBLICAN,94435,141229,illinois_4
1978,Illinois,5,DEMOCRAT,98702,117506,illinois_5
1978,Illinois,6,REPUBLICAN,87193,131737,illinois_6
1978,Illinois,7,DEMOCRAT,64716,74989,illinois_7
1978,Illinois,8,DEMOCRAT,81457,94762,illinois_8
1978,Illinois,9,DEMOCRAT,87543,116217,illinois_9
1978,Illinois,10,DEMOCRAT,89479,178309,illinois_10
1978,Illinois,11,DEMOCRAT,112365,152412,illinois_11
1978,Illinois,12,REPUBLICAN,110503,138935,illinois_12
1978,Illinois,13,REPUBLICAN,64060,104738,illinois_13
1978,Illinois,14,REPUBLICAN,118741,158179,illinois_14
1978,Illinois,15,REPUBLICAN,80856,129612,illinois_15
1978,Illinois,16,REPUBLICAN,76752,117309,illinois_16
1978,Illinois,17,REPUBLICAN,94375,133635,illinois_17
1978,Illinois,18,REPUBLICAN,85973,130514,illinois_18
1978,Illinois,19,REPUBLICAN,89770,89790,illinois_19
1978,Illinois,20,REPUBLICAN,111054,159480,illinois_20
1978,Illinois,21,REPUBLICAN,97473,124527,illinois_21
1978,Illinois,22,REPUBLICAN,86051,159383,illinois_22
1978,Illinois,23,DEMOCRAT,74247,100105,illinois_23
1978,Illinois,24,DEMOCRAT,110298,168061,illinois_24
1978,Indiana,1,DEMOCRAT,72367,90170,indiana_1
1978,Indiana,2,DEMOCRAT,82402,145778,indiana_2
1978,Indiana,3,DEMOCRAT,64336,115862,indiana_3
1978,Indiana,4,REPUBLICAN,80527,125117,indiana_4
1978,Indiana,5,REPUBLICAN,94950,140429,indiana_5
1978,Indiana,6,DEMOCRAT,66421,127282,indiana_6
1978,Indiana,7,REPUBLICAN,86955,154424,indiana_7
1978,Indiana,8,REPUBLICAN,83019,159673,indiana_8
1978,Indiana,9,DEMOCRAT,99727,151945,indiana_9
1978,Indiana,10,DEMOCRAT,73343,130742,indiana_10
1978,Indiana,11,DEMOCRAT,61504,107441,indiana_11
1978,Iowa,1,REPUBLICAN,79940,125955,iowa_1
1978,Iowa,2,REPUBLICAN,72644,138978,iowa_2
1978,Iowa,3,REPUBLICAN,103659,138539,iowa_3
1978,Iowa,4,DEMOCRAT,88526,136834,iowa_4
1978,Iowa,5,DEMOCRAT,82333,139710,iowa_5
1978,Iowa,6,DEMOCRAT,87139,131459,iowa_6
1978,Kansas,1,REPUBLICAN,131037,131037,kansas_1
1978,Kansas,2,REPUBLICAN,76419,146879,kansas_2
1978,Kansas,3,REPUBLICAN,103265,103265,kansas_3
1978,Kansas,4,DEMOCRAT,100139,143993,kansas_4
1978,Kansas,5,REPUBLICAN,86011,150766,kansas_5
1978,Kentucky,1,DEMOCRAT,44090,44097,kentucky_1
1978,Kentucky,2,DEMOCRAT,36441,36459,kentucky_2
1978,Kentucky,3,DEMOCRAT,37346,56871,kentucky_3
1978,Kentucky,4,REPUBLICAN,62087,94299,kentucky_4
1978,Kentucky,5,REPUBLICAN,59743,75458,kentucky_5
1978,Kentucky,6,REPUBLICAN,52092,102857,kentucky_6
1978,Kentucky,7,DEMOCRAT,51559,67420,kentucky_7
1978,Louisiana,4,DEMOCRAT,65583,130900,louisiana_4
1978,Maine,1,REPUBLICAN,120791,196485,maine_1
1978,Maine,2,REPUBLICAN,87939,173037,maine_2
1978,Maryland,1,REPUBLICAN,80202,126295,maryland_1
1978,Maryland,2,DEMOCRAT,98601,148487,maryland_2
1978,Maryland,3,DEMOCRAT,91189,91189,maryland_3
1978,Maryland,4,REPUBLICAN,71374,115037,maryland_4
1978,Maryland,5,DEMOCRAT,64868,84028,maryland_5
1978,Maryland,6,DEMOCRAT,126196,140741,maryland_6
1978,Maryland,7,DEMOCRAT,51996,58622,maryland_7
1978,Maryland,8,DEMOCRAT,81851,159658,maryland_8
1978,Massachusetts,1,REPUBLICAN,131773,131918,massachusetts_1
1978,Massachusetts,2,DEMOCRAT,101570,139479,massachusetts_2
1978,Massachusetts,3,DEMOCRAT,119337,158730,massachusetts_3
1978,Massachusetts,4,DEMOCRAT,111353,111491,massachusetts_4
1978,Massachusetts,5,DEMOCRAT,90156,172681,massachusetts_5
1978,Massachusetts,6,DEMOCRAT,97099,180645,massachusetts_6
1978,Massachusetts,7,DEMOCRAT,145615,171646,massachusetts_7
1978,Massachusetts,8,DEMOCRAT,102160,136928,massachusetts_8
1978,Massachusetts,9,DEMOCRAT,106805,116338,massachusetts_9
1978,Massachusetts,10,REPUBLICAN,102080,166957,massachusetts_10
1978,Massachusetts,11,DEMOCRAT,133644,145722,massachusetts_11
1978,Massachusetts,12,DEMOCRAT,176704,176859,massachusetts_12
1978,Michigan,1,DEMOCRAT,89646,96526,michigan_1
1978,Michigan,2,REPUBLICAN,97503,144326,michigan_2
1978,Michigan,3,DEMOCRAT,83932,163510,michigan_3
1978,Michigan,4,REPUBLICAN,95440,135108,michigan_4
1978,Michigan,5,REPUBLICAN,81794,165446,michigan_5
1978,Michigan,6,DEMOCRAT,97971,172706,michigan_6
1978,Michigan,7,DEMOCRAT,105402,137540,michigan_7
1978,Michigan,8,DEMOCRAT,103346,155248,michigan_8
1978,Michigan,9,REPUBLICAN,122363,175819,michigan_9
1978,Michigan,10,DEMOCRAT,94913,184389,michigan_10
1978,Michigan,11,REPUBLICAN,96351,175435,michigan_11
1978,Michigan,12,DEMOCRAT,82892,150956,michigan_12
1978,Michigan,13,DEMOCRAT,44771,56543,michigan_13
1978,Michigan,14,DEMOCRAT,84032,124756,michigan_14
1978,Michigan,15,DEMOCRAT,95137,119545,michigan_15
1978,Michigan,16,DEMOCRAT,93387,122111,michigan_16
1978,Michigan,17,DEMOCRAT,106303,111654,michigan_17
1978,Michigan,18,DEMOCRAT,113037,151798,michigan_18
1978,Michigan,19,REPUBLICAN,117122,164298,michigan_19
1978,Minnesota,1,REPUBLICAN,110090,195929,minnesota_1
1978,Minnesota,2,REPUBLICAN,145415,206588,minnesota_2
1978,Minnesota,3,REPUBLICAN,128759,195879,minnesota_3
1978,Minnesota,4,DEMOCRAT,95989,165385,minnesota_4
1978,Minnesota,5,DEMOCRAT,91673,147087,minnesota_5
1978,Minnesota,6,DEMOCRAT,115880,209632,minnesota_6
1978,Minnesota,7,REPUBLICAN,106573,206192,minnesota_7
1978,Minnesota,8,DEMOCRAT,171125,196294,minnesota_8
1978,Mississippi,1,DEMOCRAT,57358,86151,mississippi_1
1978,Mississippi,2,DEMOCRAT,57678,93408,mississippi_2
1978,Mississippi,3,DEMOCRAT,101685,110093,mississippi_3
1978,Mississippi,4,REPUBLICAN,68225,132132,mississippi_4
1978,Mississippi,5,REPUBLICAN,97177,97177,mississippi_5
1978,Missouri,1,DEMOCRAT,65950,99010,missouri_1
1978,Missouri,2,DEMOCRAT,102911,182406,missouri_2
1978,Missouri,3,DEMOCRAT,121565,148446,missouri_3
1978,Missouri,4,DEMOCRAT,120748,165864,missouri_4
1978,Missouri,5,DEMOCRAT,82140,114131,missouri_5
1978,Missouri,6,REPUBLICAN,96574,172635,missouri_6
1978,Missouri,7,REPUBLICAN,104566,170917,missouri_7
1978,Missouri,8,DEMOCRAT,96509,159618,missouri_8
1978,Missouri,9,DEMOCRAT,135170,180965,missouri_9
1978,Missouri,10,DEMOCRAT,99148,151835,missouri_10
1978,Montana,1,DEMOCRAT,86016,150109,montana_1
1978,Montana,2,REPUBLICAN,75766,133246,montana_2
1978,Nebraska,1,REPUBLICAN,99013,170324,nebraska_1
1978,Nebraska,2,DEMOCRAT,77135,147444,nebraska_2
1978,Nebraska,3,REPUBLICAN,141597,176968,nebraska_3
1978,Nevada,0,DEMOCRAT,132513,182967,nevada_0
1978,New Hampshire,1,DEMOCRAT,82697,134235,new hampshire_1
1978,New Hampshire,2,REPUBLICAN,84535,124081,new hampshire_2
1978,New Jersey,1,DEMOCRAT,106096,133620,new jersey_1
1978,New Jersey,2,DEMOCRAT,112768,169765,new jersey_2
1978,New Jersey,3,DEMOCRAT,83349,148955,new jersey_3
1978,New Jersey,4,DEMOCRAT,69259,113382,new jersey_4
1978,New Jersey,5,REPUBLICAN,100739,138847,new jersey_5
1978,New Jersey,6,REPUBLICAN,89446,148184,new jersey_6
1978,New Jersey,7,DEMOCRAT,78358,149118,new jersey_7
1978,New Jersey,8,DEMOCRAT,69496,93338,new jersey_8
1978,New Jersey,9,REPUBLICAN,73478,150155,new jersey_9
1978,New Jersey,10,DEMOCRAT,55074,63777,new jersey_10
1978,New Jersey,11,DEMOCRAT,88294,125174,new jersey_11
1978,New Jersey,12,REPUBLICAN,94850,129273,new jersey_12
1978,New Jersey,13,REPUBLICAN,77301,149109,new jersey_13
1978,New Jersey,14,DEMOCRAT,67008,105340,new jersey_14
1978,New Jersey,15,DEMOCRAT,55944,115886,new jersey_15
1978,New Mexico,1,REPUBLICAN,118075,188836,new mexico_1
1978,New Mexico,2,DEMOCRAT,95710,95710,new mexico_2
1978,New York,1,REPUBLICAN,75586,160204,new york_1
1978,New York,2,DEMOCRAT,64807,118129,new york_2
1978,New York,3,DEMOCRAT,70526,138670,new york_3
1978,New York,4,REPUBLICAN,80266,143302,new york_4
1978,New York,5,REPUBLICAN,74279,145383,new york_5
1978,New York,6,DEMOCRAT,74741,134606,new york_6
1978,New York,7,DEMOCRAT,55985,77001,new york_7
1978,New York,8,DEMOCRAT,68971,95202,new york_8
1978,New York,9,DEMOCRAT,51350,94787,new york_9
1978,New York,10,DEMOCRAT,51682,82061,new york_10
1978,New York,11,DEMOCRAT,55880,75203,new york_11
1978,New York,12,DEMOCRAT,21406,29277,new york_12
1978,New York,13,DEMOCRAT,64514,84839,new york_13
1978,New York,14,DEMOCRAT,29040,40745,new york_14
1978,New York,15,DEMOCRAT,42646,72331,new york_15
1978,New York,16,DEMOCRAT,52855,72890,new york_16
1978,New York,17,DEMOCRAT,54228,99961,new york_17
1978,New York,18,REPUBLICAN,57738,114301,new york_18
1978,New York,19,DEMOCRAT,49344,61991,new york_19
1978,New York,20,DEMOCRAT,57452,75936,new york_20
1978,New York,21,DEMOCRAT,20769,24449,new york_21
1978,New York,22,DEMOCRAT,54110,69837,new york_22
1978,New York,23,DEMOCRAT,66354,128572,new york_23
1978,New York,24,DEMOCRAT,75397,134463,new york_24
1978,New York,25,REPUBLICAN,114641,146533,new york_25
1978,New York,26,REPUBLICAN,87059,139637,new york_26
1978,New York,27,DEMOCRAT,83413,149590,new york_27
1978,New York,28,DEMOCRAT,139575,182945,new york_28
1978,New York,29,REPUBLICAN,90572,184223,new york_29
1978,New York,30,REPUBLICAN,79502,141263,new york_30
1978,New York,31,REPUBLICAN,98415,107791,new york_31
1978,New York,32,DEMOCRAT,76251,145471,new york_32
1978,New York,33,REPUBLICAN,82501,147454,new york_33
1978,New York,34,REPUBLICAN,62081,140912,new york_34
1978,New York,35,REPUBLICAN,96119,138593,new york_35
1978,New York,36,DEMOCRAT,95613,134257,new york_36
1978,New York,37,DEMOCRAT,67475,90271,new york_37
1978,New York,38,REPUBLICAN,100032,120132,new york_38
1978,New York,39,DEMOCRAT,79385,135816,new york_39
1978,North Carolina,1,DEMOCRAT,67716,84530,north carolina_1
1978,North Carolina,2,DEMOCRAT,61851,79053,north carolina_2
1978,North Carolina,3,DEMOCRAT,54452,76602,north carolina_3
1978,North Carolina,4,DEMOCRAT,74249,78685,north carolina_4
1978,North Carolina,5,DEMOCRAT,68778,126939,north carolina_5
1978,North Carolina,6,DEMOCRAT,58193,85075,north carolina_6
1978,North Carolina,7,DEMOCRAT,53696,76842,north carolina_7
1978,North Carolina,8,DEMOCRAT,63168,107110,north carolina_8
1978,North Carolina,9,REPUBLICAN,66157,96824,north carolina_9
1978,North Carolina,10,REPUBLICAN,67004,67004,north carolina_10
1978,North Carolina,11,DEMOCRAT,75460,141292,north carolina_11
1978,North Dakota,0,REPUBLICAN,147712,220314,north dakota_0
1978,Ohio,1,REPUBLICAN,73593,114169,ohio_1
1978,Ohio,2,DEMOCRAT,64522,123238,ohio_2
1978,Ohio,3,DEMOCRAT,62849,116804,ohio_3
1978,Ohio,4,REPUBLICAN,85575,124935,ohio_4
1978,Ohio,5,REPUBLICAN,85547,136618,ohio_5
1978,Ohio,6,REPUBLICAN,85592,131910,ohio_6
1978,Ohio,7,REPUBLICAN,92507,92507,ohio_7
1978,Ohio,8,REPUBLICAN,81156,113652,ohio_8
1978,Ohio,9,DEMOCRAT,71709,113128,ohio_9
1978,Ohio,10,REPUBLICAN,99329,134368,ohio_10
1978,Ohio,11,REPUBLICAN,89327,131181,ohio_11
1978,Ohio,12,REPUBLICAN,81573,143271,ohio_12
1978,Ohio,13,DEMOCRAT,80875,124144,ohio_13
1978,Ohio,14,DEMOCRAT,82356,113667,ohio_14
1978,Ohio,15,REPUBLICAN,91023,128023,ohio_15
1978,Ohio,16,REPUBLICAN,105152,134792,ohio_16
1978,Ohio,17,REPUBLICAN,87010,129127,ohio_17
1978,Ohio,18,DEMOCRAT,71894,120825,ohio_18
1978,Ohio,19,REPUBLICAN,71890,141867,ohio_19
1978,Ohio,20,DEMOCRAT,76973,76973,ohio_20
1978,Ohio,21,DEMOCRAT,58934,68467,ohio_21
1978,Ohio,22,DEMOCRAT,87551,132572,ohio_22
1978,Ohio,23,DEMOCRAT,99975,133707,ohio_23
1978,Oklahoma,1,DEMOCRAT,73886,123290,oklahoma_1
1978,Oklahoma,2,DEMOCRAT,72583,132436,oklahoma_2
1978,Oklahoma,4,DEMOCRAT,62993,104414,oklahoma_4
1978,Oklahoma,5,REPUBLICAN,71451,89429,oklahoma_5
1978,Oklahoma,6,DEMOCRAT,103512,139543,oklahoma_6
1978,Oregon,1,DEMOCRAT,158706,252378,oregon_1
1978,Oregon,2,DEMOCRAT,152099,220019,oregon_2
1978,Oregon,3,DEMOCRAT,151895,179460,oregon_3
1978,Oregon,4,DEMOCRAT,124745,221766,oregon_4
1978,Pennsylvania,1,DEMOCRAT,104412,145162,pennsylvania_1
1978,Pennsylvania,2,DEMOCRAT,132594,161759,pennsylvania_2
1978,Pennsylvania,3,DEMOCRAT,86015,119765,pennsylvania_3
1978,Pennsylvania,4,REPUBLICAN,110445,198000,pennsylvania_4
1978,Pennsylvania,5,REPUBLICAN,110565,147269,pennsylvania_5
1978,Pennsylvania,6,DEMOCRAT,106431,144177,pennsylvania_6
1978,Pennsylvania,7,DEMOCRAT,79771,158714,pennsylvania_7
1978,Pennsylvania,8,DEMOCRAT,89276,146052,pennsylvania_8
1978,Pennsylvania,9,REPUBLICAN,101151,135033,pennsylvania_9
1978,Pennsylvania,10,REPUBLICAN,116003,151724,pennsylvania_10
1978,Pennsylvania,11,DEMOCRAT,61433,106768,pennsylvania_11
1978,Pennsylvania,12,DEMOCRAT,104216,151658,pennsylvania_12
1978,Pennsylvania,13,REPUBLICAN,112711,159862,pennsylvania_13
1978,Pennsylvania,14,DEMOCRAT,68004,119202,pennsylvania_14
1978,Pennsylvania,15,REPUBLICAN,65986,124063,pennsylvania_15
1978,Pennsylvania,16,REPUBLICAN,91910,119296,pennsylvania_16
1978,Pennsylvania,17,DEMOCRAT,79234,132847,pennsylvania_17
1978,Pennsylvania,18,DEMOCRAT,88299,154671,pennsylvania_18
1978,Pennsylvania,19,REPUBLICAN,105424,134001,pennsylvania_19
1978,Pennsylvania,20,DEMOCRAT,97745,135490,pennsylvania_20
1978,Pennsylvania,21,DEMOCRAT,73712,139334,pennsylvania_21
1978,Pennsylvania,22,DEMOCRAT,99559,139077,pennsylvania_22
1978,Pennsylvania,23,REPUBLICAN,73194,134851,pennsylvania_23
1978,Pennsylvania,24,REPUBLICAN,87041,135935,pennsylvania_24
1978,Pennsylvania,25,DEMOCRAT,68293,146948,pennsylvania_25
1978,Rhode Island,1,DEMOCRAT,86768,141680,rhode island_1
1978,Rhode Island,2,DEMOCRAT,87397,166122,rhode island_2
1978,South Carolina,1,DEMOCRAT,65621,108615,south carolina_1
1978,South Carolina,2,REPUBLICAN,71032,123630,south carolina_2
1978,South Carolina,3,DEMOCRAT,80968,98892,south carolina_3
1978,South Carolina,4,REPUBLICAN,51483,98531,south carolina_4
1978,South Carolina,5,DEMOCRAT,63013,76220,south carolina_5
1978,South Carolina,6,DEMOCRAT,69220,69220,south carolina_6
1978,South Dakota,1,DEMOCRAT,64683,129227,south dakota_1
1978,South Dakota,2,REPUBLICAN,70780,126296,south dakota_2
1978,Tennessee,1,REPUBLICAN,92143,142841,tennessee_1
1978,Tennessee,2,REPUBLICAN,125082,152833,tennessee_2
1978,Tennessee,3,DEMOCRAT,108282,121838,tennessee_3
1978,Tennessee,4,DEMOCRAT,108695,108701,tennessee_4
1978,Tennessee,5,DEMOCRAT,68608,133608,tennessee_5
1978,Tennessee,6,REPUBLICAN,114630,153591,tennessee_6
1978,Tennessee,7,DEMOCRAT,96863,132866,tennessee_7
1978,Tennessee,8,DEMOCRAT,80776,115917,tennessee_8
1978,Texas,1,DEMOCRAT,73708,94408,texas_1
1978,Texas,2,DEMOCRAT,66986,95570,texas_2
1978,Texas,3,REPUBLICAN,96406,96406,texas_3
1978,Texas,4,DEMOCRAT,58336,94918,texas_4
1978,Texas,5,DEMOCRAT,35524,70593,texas_5
1978,Texas,6,DEMOCRAT,66025,101418,texas_6
1978,Texas,7,REPUBLICAN,128214,150629,texas_7
1978,Texas,8,DEMOCRAT,39429,64102,texas_8
1978,Texas,9,DEMOCRAT,50792,80265,texas_9
1978,Texas,10,DEMOCRAT,94529,123857,texas_10
1978,Texas,11,DEMOCRAT,53354,103319,texas_11
1978,Texas,12,DEMOCRAT,46456,67820,texas_12
1978,Texas,13,DEMOCRAT,75271,100546,texas_13
1978,Texas,14,DEMOCRAT,63953,88278,texas_14
1978,Texas,15,DEMOCRAT,54560,82413,texas_15
1978,Texas,16,DEMOCRAT,53090,75833,texas_16
1978,Texas,17,DEMOCRAT,69030,101332,texas_17
1978,Texas,18,DEMOCRAT,36783,38018,texas_18
1978,Texas,19,DEMOCRAT,54729,102799,texas_19
1978,Texas,20,DEMOCRAT,51584,51584,texas_20
1978,Texas,21,REPUBLICAN,84336,147837,texas_21
1978,Texas,22,REPUBLICAN,54643,108086,texas_22
1978,Texas,23,DEMOCRAT,62649,69834,texas_23
1978,Texas,24,DEMOCRAT,39201,72515,texas_24
1978,Utah,1,DEMOCRAT,93892,183994,utah_1
1978,Utah,2,REPUBLICAN,121492,195166,utah_2
1978,Vermont,0,REPUBLICAN,90688,120502,vermont_0
1978,Virginia,1,REPUBLICAN,89158,123741,virginia_1
1978,Virginia,2,REPUBLICAN,63512,63530,virginia_2
1978,Virginia,3,DEMOCRAT,104550,119217,virginia_3
1978,Virginia,4,REPUBLICAN,77827,77873,virginia_4
1978,Virginia,5,DEMOCRAT,83575,83619,virginia_5
1978,Virginia,6,REPUBLICAN,88647,88803,virginia_6
1978,Virginia,7,REPUBLICAN,84517,131476,virginia_7
1978,Virginia,8,DEMOCRAT,56137,111170,virginia_8
1978,Virginia,9,REPUBLICAN,76877,124254,virginia_9
1978,Virginia,10,DEMOCRAT,70892,132882,virginia_10
1978,Washington,1,REPUBLICAN,99942,156193,washington_1
1978,Washington,2,DEMOCRAT,70620,137413,washington_2
1978,Washington,3,DEMOCRAT,82616,140886,washington_3
1978,Washington,4,DEMOCRAT,85602,139991,washington_4
1978,Washington,5,DEMOCRAT,77201,160849,washington_5
1978,Washington,6,DEMOCRAT,71057,116740,washington_6
1978,Washington,7,DEMOCRAT,67450,126502,washington_7
1978,West Virginia,1,DEMOCRAT,76372,120434,west virginia_1
1978,West Virginia,2,DEMOCRAT,69683,125955,west virginia_2
1978,West Virginia,3,DEMOCRAT,74837,126421,west virginia_3
1978,West Virginia,4,DEMOCRAT,70035,70035,west virginia_4
1978,Wisconsin,1,DEMOCRAT,77146,141585,wisconsin_1
1978,Wisconsin,2,DEMOCRAT,99631,172762,wisconsin_2
1978,Wisconsin,3,DEMOCRAT,96326,153412,wisconsin_3
1978,Wisconsin,4,DEMOCRAT,101575,153703,wisconsin_4
1978,Wisconsin,5,DEMOCRAT,85067,116420,wisconsin_5
1978,Wisconsin,6,REPUBLICAN,114742,164817,wisconsin_6
1978,Wisconsin,7,DEMOCRAT,110874,178304,wisconsin_7
1978,Wisconsin,8,REPUBLICAN,101856,175791,wisconsin_8
1978,Wisconsin,9,REPUBLICAN,118386,193688,wisconsin_9
1978,Wyoming,0,REPUBLICAN,75855,129377,wyoming_0
1980,Alabama,1,REPUBLICAN,111089,117221,alabama_1
1980,Alabama,2,REPUBLICAN,104796,172962,alabama_2
1980,Alabama,3,DEMOCRAT,107654,109215,alabama_3
1980,Alabama,4,DEMOCRAT,129365,132086,alabama_4
1980,Alabama,5,DEMOCRAT,117626,125356,alabama_5
1980,Alabama,6,REPUBLICAN,95019,187982,alabama_6
1980,Alabama,7,DEMOCRAT,122505,168804,alabama_7
1980,Alaska,0,REPUBLICAN,114089,154618,alaska_0
1980,Arizona,1,REPUBLICAN,136961,186833,arizona_1
1980,Arizona,2,DEMOCRAT,127736,219686,arizona_2
1980,Arizona,3,DEMOCRAT,141448,219822,arizona_3
1980,Arizona,4,REPUBLICAN,142565,227611,arizona_4
1980,Arkansas,2,REPUBLICAN,159148,201655,arkansas_2
1980,California,1,REPUBLICAN,145098,270199,california_1
1980,California,2,REPUBLICAN,141698,261674,california_2
1980,California,3,DEMOCRAT,170670,241865,california_3
1980,California,4,DEMOCRAT,133853,205055,california_4
1980,California,5,DEMOCRAT,101105,197821,california_5
